# ENTITIES
entity_name,source_id,graph_data
the Man,chunk-683173d26403f5a0586d6dc9525f38ed,"{'entity_id': 'the Man', 'entity_type': 'person', 'description': 'The man is a deceased character discovered by Geralt, whose body shows evidence of having died from a blow to the neck, suggesting a violent encounter.<SEP>The man is a deceased character discovered by Geralt, whose body shows evidence of having died from a blow to the neck.', 'source_id': 'chunk-683173d26403f5a0586d6dc9525f38ed'}"
the Marshland,chunk-7e159e99755173ce53fef20cb40a2300,"{'entity_id': 'the Marshland', 'entity_type': 'geo', 'description': 'The Marshland is another geographical area mentioned, where the Deovel is believed to dwell during the day.', 'source_id': 'chunk-7e159e99755173ce53fef20cb40a2300'}"
the Rose,chunk-683173d26403f5a0586d6dc9525f38ed,"{'entity_id': 'the Rose', 'entity_type': 'category', 'description': 'The Rose is a flower pinned to the dress of the woman, described as dark blue and withered, indicating a symbolic connection to her and possibly her life before death.', 'source_id': 'chunk-683173d26403f5a0586d6dc9525f38ed'}"
the Seventh Mountain,chunk-7e159e99755173ce53fef20cb40a2300,"{'entity_id': 'the Seventh Mountain', 'source_id': 'chunk-7e159e99755173ce53fef20cb40a2300', 'description': 'The Seventh Mountain is mentioned as a location to which the Deovel could be driven off, indicating its significance in the task at hand.', 'entity_type': 'UNKNOWN'}"
the Town,chunk-9c549a57551d845a8904122df54cf441,"{'entity_id': 'the Town', 'entity_type': 'geo', 'description': ""The Town is the setting where the witcher's actions become critical for saving its inhabitants from peril.<SEP>The Town is where the witcher’s actions take place, and its fate hangs in the balance based on his decisions regarding the witch."", 'source_id': 'chunk-9c549a57551d845a8904122df54cf441'}"
the Valley,chunk-7e159e99755173ce53fef20cb40a2300,"{'entity_id': 'the Valley', 'entity_type': 'geo', 'description': 'The Valley is the geographical area where the Deovel causes trouble, and where locals like Dhun and Nettly reside.', 'source_id': 'chunk-7e159e99755173ce53fef20cb40a2300'}"
the Wish,chunk-9c549a57551d845a8904122df54cf441,"{'entity_id': 'the Wish', 'entity_type': 'event', 'description': 'The Wish is a key plot element that the witcher could utilize to potentially save himself and the witch.<SEP>The Wish is a pivotal element that the witcher can use to potentially alter the fate of both himself and the witch.', 'source_id': 'chunk-9c549a57551d845a8904122df54cf441'}"
the Witch,chunk-9c549a57551d845a8904122df54cf441,"{'entity_id': 'the Witch', 'entity_type': 'person', 'description': 'The Witch is a central figure who poses a threat to the town, causing turmoil that the witcher must confront.', 'source_id': 'chunk-9c549a57551d845a8904122df54cf441'}"
"the Witch""<|o>""the Town",chunk-9c549a57551d845a8904122df54cf441,"{'entity_id': 'the Witch""<|o>""the Town', 'source_id': 'chunk-9c549a57551d845a8904122df54cf441', 'description': ""evil force, town's peril"", 'entity_type': 'UNKNOWN'}"
the Witcher,chunk-9c549a57551d845a8904122df54cf441<SEP>chunk-67644a31d64c6d0fa04d24dfee6b8ceb,"{'entity_id': 'the Witcher', 'entity_type': 'person', 'description': 'The Witcher is a character who experiences a powerful and disorienting journey through a magical portal, revealing his strength and persistence.<SEP>The Witcher is a protagonist facing dire choices, tasked with saving the town and defending against supernatural threats.<SEP>The Witcher is depicted as a central figure facing a dire predicament, tasked with saving a town from danger.', 'source_id': 'chunk-9c549a57551d845a8904122df54cf441<SEP>chunk-67644a31d64c6d0fa04d24dfee6b8ceb'}"
the Wizard,chunk-2d71cb2613cf4f72096c02fcd6f6379d,"{'entity_id': 'the Wizard', 'entity_type': 'person', 'description': 'The Wizard is a magical figure who raises his wand and interacts with Stregobor and Geralt regarding the situation involving Shrike.', 'source_id': 'chunk-2d71cb2613cf4f72096c02fcd6f6379d'}"
the Woman,chunk-683173d26403f5a0586d6dc9525f38ed,"{'entity_id': 'the Woman', 'entity_type': 'person', 'description': 'The woman is a deceased character found by Geralt, displaying signs of violence and with bite marks on her neck, indicating a brutal end.<SEP>The woman is a deceased character found by Geralt, showing signs of violence with bite marks on her neck.', 'source_id': 'chunk-683173d26403f5a0586d6dc9525f38ed'}"
the captured Djinn,chunk-67644a31d64c6d0fa04d24dfee6b8ceb,"{'entity_id': 'the captured Djinn', 'entity_type': 'entity', 'description': 'The captured Djinn is a powerful being whose strength is a central focus, impacting the magical dynamics in the scene.', 'source_id': 'chunk-67644a31d64c6d0fa04d24dfee6b8ceb'}"
the fanged princess,chunk-89c304ada49731bfa689ea0c8adff109,"{'entity_id': 'the fanged princess', 'entity_type': 'category', 'description': 'The fanged princess is a character associated with brutal actions, specifically spreading entrails, suggesting her violent nature.', 'source_id': 'chunk-89c304ada49731bfa689ea0c8adff109'}"
the large communal hall,chunk-67644a31d64c6d0fa04d24dfee6b8ceb,"{'entity_id': 'the large communal hall', 'entity_type': 'location', 'description': ""The large communal hall is a space within Errdil's Tavern where key events unfold, highlighted by the magical interactions."", 'source_id': 'chunk-67644a31d64c6d0fa04d24dfee6b8ceb'}"
the magical sphere,chunk-67644a31d64c6d0fa04d24dfee6b8ceb,"{'entity_id': 'the magical sphere', 'entity_type': 'event', 'description': 'The magical sphere is a focal point of intense energy and power, illuminating significant events as Yennefer attempts to master the djinn.', 'source_id': 'chunk-67644a31d64c6d0fa04d24dfee6b8ceb'}"
the noose,chunk-89c304ada49731bfa689ea0c8adff109,"{'entity_id': 'the noose', 'entity_type': 'category', 'description': 'The noose is a symbolic representation of punishment or threat, used by Foltest against those who might harm the striga.', 'source_id': 'chunk-89c304ada49731bfa689ea0c8adff109'}"
the portal,chunk-67644a31d64c6d0fa04d24dfee6b8ceb,"{'entity_id': 'the portal', 'entity_type': 'event', 'description': 'The portal is a magical gateway that transports characters, creating significant disruptions in their physical state and surroundings.', 'source_id': 'chunk-67644a31d64c6d0fa04d24dfee6b8ceb'}"
the scoundrel,chunk-67644a31d64c6d0fa04d24dfee6b8ceb,"{'entity_id': 'the scoundrel', 'entity_type': 'entity', 'description': ""The scoundrel is referenced as the subject of Yennefer's magic attempts, indicating a significant threat and challenge."", 'source_id': 'chunk-67644a31d64c6d0fa04d24dfee6b8ceb'}"
the small room,chunk-67644a31d64c6d0fa04d24dfee6b8ceb,"{'entity_id': 'the small room', 'entity_type': 'location', 'description': ""The small room is where Geralt last saw Yennefer and Dandilion, and it is referenced during Geralt's journey."", 'source_id': 'chunk-67644a31d64c6d0fa04d24dfee6b8ceb'}"
the striga,chunk-89c304ada49731bfa689ea0c8adff109,"{'entity_id': 'the striga', 'entity_type': 'category', 'description': 'The striga is a monster associated with a curse, and plays a crucial role in the conflicts faced by Geralt.', 'source_id': 'chunk-89c304ada49731bfa689ea0c8adff109'}"
the task,chunk-89c304ada49731bfa689ea0c8adff109,"{'entity_id': 'the task', 'entity_type': 'category', 'description': 'The task refers to the mission assigned to Geralt involving the striga, which has high stakes and implications.', 'source_id': 'chunk-89c304ada49731bfa689ea0c8adff109'}"
witcher,chunk-44ee427d8b21ff497ded4066cf7216ad<SEP>chunk-7e159e99755173ce53fef20cb40a2300,"{'entity_id': 'witcher', 'entity_type': 'category', 'description': 'A witcher is a monster hunter with supernatural abilities, trained to deal with various creatures and supernatural occurrences.<SEP>The witcher is a character type known for hunting monsters and interacting with fantasy beings, including djinn.', 'source_id': 'chunk-44ee427d8b21ff497ded4066cf7216ad<SEP>chunk-7e159e99755173ce53fef20cb40a2300'}"
xi the djinn,chunk-f0f5d5ce2b89669f044a55b5c8ccb37f,"{'entity_id': 'xi the djinn', 'entity_type': 'character', 'description': 'Xi the djinn is a powerful supernatural being that has the ability to grant wishes but is currently bound and frustrated by its circumstances.<SEP>Xi the djinn is a supernatural being capable of fulfilling wishes, exhibiting emotions such as fury and frustration due to its circumstances.', 'source_id': 'chunk-f0f5d5ce2b89669f044a55b5c8ccb37f'}"
yennefer of vergerberg,chunk-07ea83ccf03ed38c9b2948e1af6432b6,"{'entity_id': 'yennefer of vergerberg', 'entity_type': 'person', 'description': 'Yennefer of Vergerberg is a sorceress referenced in the conversation, suggesting important connections to powerful magical entities.', 'source_id': 'chunk-07ea83ccf03ed38c9b2948e1af6432b6'}"


# RELATIONS
src_entity,tgt_entity,source_id,graph_data
 The Witcher,Tavik,chunk-8a3a3ceeb08e372514a2f3f800f4ac67,"{'weight': 6.0, 'description': ""Tavik's confrontation is directed towards The Witcher, displaying animosity and challenging his reputation."", 'keywords': 'hostility, challenge', 'source_id': 'chunk-8a3a3ceeb08e372514a2f3f800f4ac67'}"
A Freeman,Renfri,chunk-1403fa5d5c95936735498d32dae07de5,"{'weight': 8.0, 'description': ""Renfri's encounter with the Freeman illustrates her traumatic past and the catalysts for her desire for revenge."", 'keywords': 'abuse, backstory', 'source_id': 'chunk-1403fa5d5c95936735498d32dae07de5'}"
A Spell,The Knowing Ones,chunk-ddafd25761710a7f2ca20abacc76b6cd,"{'weight': 7.0, 'description': 'The Knowing Ones discuss the nature of a spell that can be lifted related to the princess, indicating their involvement in royal matters.', 'keywords': 'magical discussions, royal intrigue', 'source_id': 'chunk-ddafd25761710a7f2ca20abacc76b6cd'}"
A Tavern,Geralt,chunk-af5147b2ede3741977eb95f0cc579912,"{'weight': 7.0, 'description': ""Geralt's intention to meet at the tavern signifies it as a point of reunion for key characters, shaping subsequent interactions."", 'keywords': 'meeting place, social hub', 'source_id': 'chunk-af5147b2ede3741977eb95f0cc579912'}"
Aard Sign,Geralt,chunk-759c31a0d724ddf25221782d71ea45f2,"{'weight': 18.0, 'description': 'Geralt uses the Aard sign against the striga to create a forceful blow that impacts its movement during combat.<SEP>Geralt uses the Aard sign in an attempt to paralyze the striga during their encounter, indicating a tactical approach in combat.', 'keywords': 'magic use, combat strategy<SEP>magic use, tactical combat', 'source_id': 'chunk-759c31a0d724ddf25221782d71ea45f2'}"
Aard Sign,Mousesack,chunk-2246f38b1d00aa9254376679efca6a8f,"{'weight': 8.0, 'description': ""Mousesack uses his wand to cast a spell similar to the Aard Sign, trying to intervene with Pavetta's powers."", 'keywords': 'spellcasting, magical intervention', 'source_id': 'chunk-2246f38b1d00aa9254376679efca6a8f'}"
Acacias,Soldiers,chunk-283feebb9b0f603e0d961958a93e42c0,"{'weight': 8.0, 'description': 'The mention of acacias as a potential punishment for soldiers reflects the serious consequences imposed by Nenneke to protect her priestesses.', 'keywords': 'consequence, protection', 'source_id': 'chunk-283feebb9b0f603e0d961958a93e42c0'}"
Adda,Corpse,chunk-97a15bd1d991eef63c29349247c86230,"{'weight': 8.0, 'description': 'Adda is in close proximity to the mummified corpse, indicating a direct relationship with the supernatural context of the story.', 'keywords': 'supernatural connection, proximity', 'source_id': 'chunk-97a15bd1d991eef63c29349247c86230'}"
Adda,Crypt,chunk-44d8b823459e01ca296d69826edc7739,"{'weight': 8.0, 'description': ""Adda's mummified corpse resides in the Crypt, highlighting the connection between her and the Striga's existence as a cursed creature."", 'keywords': 'backstory, resting place', 'source_id': 'chunk-44d8b823459e01ca296d69826edc7739'}"
Adda,Foltest,chunk-79ada16d0041b9db184abd5d6c7b1d22<SEP>chunk-394441c0a762d60abfe2d473dac1d3d4<SEP>chunk-9b43b0fa568af8179a93b7f6544e402f,"{'weight': 39.0, 'description': ""Foltest and Adda are related as siblings, with Adda also being Foltest's mistress, complicating the family dynamics.<SEP>Foltest's controversial actions regarding Adda led to the birth of the Royal Bastard, complicating their sibling relationship.<SEP>Foltest's controversial relationship with Adda resulted in the birth of a royal bastard, causing significant scandal and turmoil within the royal family.<SEP>Foltest expresses concern about the impact of Adda's actions on a girl, indicating a strong familial connection and emotional burden.<SEP>Foltest's actions and decisions are influenced by the consequences of Adda's past, particularly regarding a curse."", 'keywords': 'family conflict, scandal<SEP>family relationship, ancestral impact<SEP>family ties, complicated relationships<SEP>family ties, magical consequences', 'source_id': 'chunk-79ada16d0041b9db184abd5d6c7b1d22<SEP>chunk-394441c0a762d60abfe2d473dac1d3d4<SEP>chunk-9b43b0fa568af8179a93b7f6544e402f'}"
Adda,Geralt,chunk-44d8b823459e01ca296d69826edc7739<SEP>chunk-9b43b0fa568af8179a93b7f6544e402f,"{'weight': 13.0, 'description': ""Geralt encounters the mummified Adda in the crypt, linking her past to the striga’s existence and his confrontation with it.<SEP>While Adda is not present, her curse is directly tied to Geralt's discussion with Foltest, indicating the impact of past family actions on current events."", 'keywords': 'curse, familial legacy<SEP>tragedy, backstory', 'source_id': 'chunk-44d8b823459e01ca296d69826edc7739<SEP>chunk-9b43b0fa568af8179a93b7f6544e402f'}"
Adda,Hourglass,chunk-97a15bd1d991eef63c29349247c86230,"{'weight': 7.0, 'description': 'Adda lays the hourglass next to the corpse, suggesting the hourglass may have significance in relation to time and death.', 'keywords': 'symbolism, death', 'source_id': 'chunk-97a15bd1d991eef63c29349247c86230'}"
Adda,Magic Spell,chunk-9b43b0fa568af8179a93b7f6544e402f,"{'weight': 6.0, 'description': 'The situation surrounding Adda is related to the magic spell affecting the girl, making her a focal point in the magical dilemma.', 'keywords': 'magical effects, family curse', 'source_id': 'chunk-9b43b0fa568af8179a93b7f6544e402f'}"
Adda,Ostrit,chunk-81576741f60ab1a260958abe5542ddac<SEP>chunk-394441c0a762d60abfe2d473dac1d3d4,"{'weight': 36.0, 'description': ""Ostrit's defense of Adda highlights his loyalty and desire to protect her reputation in the face of her actions as a Striga.<SEP>Ostrit's love for Adda is a driving motive for his actions and conflicts with Foltest, highlighting emotional stakes.<SEP>Ostrit’s allegiance to Adda signifies a close relationship as he stands up for her against criticism."", 'keywords': 'loyalty, defense<SEP>romantic conflict, motivation', 'source_id': 'chunk-81576741f60ab1a260958abe5542ddac<SEP>chunk-394441c0a762d60abfe2d473dac1d3d4'}"
Adda,Royal Bastard,chunk-79ada16d0041b9db184abd5d6c7b1d22,"{'weight': 18.0, 'description': ""Adda's pregnancy and subsequent death resulted in the birth of the Royal Bastard, which carried a legacy of tragedy.<SEP>Adda's pregnancy and the circumstances of her death during childbirth resulted in the birth of the Royal Bastard, a child with a tragic fate."", 'keywords': 'birth, tragedy', 'source_id': 'chunk-79ada16d0041b9db184abd5d6c7b1d22'}"
Adda,Striga,chunk-97a15bd1d991eef63c29349247c86230,"{'weight': 7.0, 'description': 'Adda is nearby where the Striga is searching, creating a suspenseful connection in the scene.', 'keywords': 'supernatural presence, tension', 'source_id': 'chunk-97a15bd1d991eef63c29349247c86230'}"
Adda,Sword,chunk-97a15bd1d991eef63c29349247c86230,"{'weight': 9.0, 'description': 'Adda lays the sword on his chest, indicating a readiness to confront the dangers associated with the Striga.', 'keywords': 'preparation, conflict', 'source_id': 'chunk-97a15bd1d991eef63c29349247c86230'}"
Adda,Velerad,chunk-81576741f60ab1a260958abe5542ddac,"{'weight': 16.0, 'description': ""Velerad passionately defends Adda, indicating a close relationship that is protective in nature despite her transformation into the Striga.<SEP>Velerad's strong defense of Adda suggests a personal connection and commitment to protect her reputation."", 'keywords': 'loyalty, protection', 'source_id': 'chunk-81576741f60ab1a260958abe5542ddac'}"
